pincode,district,state,population,total_txn,valid_population,txn_per_100k,district_median,district_std,capacity_stress_index,capacity_class
110010,South West Delhi,Delhi,32054.916666666668,6678.0,True,20832.997538079184,19206.260110634743,25573.676171636514,0.06360983913797413,balanced
110024,South Delhi,Delhi,15158.25,4248.0,True,28024.34317945673,16010.262419986579,8069.262145220677,1.4888698053496676,under_served
110025,South East Delhi,Delhi,10996.0,41508.0,True,377482.7209894507,377482.7209894507,,,insufficient_comparison
110030,South West Delhi,Delhi,75105.08333333333,23399.0,True,31155.01502894278,19206.260110634743,25573.676171636514,0.467228678353262,balanced
110031,East Delhi,Delhi,1756.0,30168.0,True,1717995.444191344,82147.41206873361,830737.1689087233,1.9691523304193799,under_served
110032,East Delhi,Delhi,55245.333333333336,48694.0,True,88141.38147415165,82147.41206873361,830737.1689087233,0.007215241630866076,balanced
110036,North West Delhi,Delhi,163661.16666666666,20665.0,True,12626.697231169683,17706.01896592048,6417888.886952617,-0.0007914318593263452,balanced
110037,South West Delhi,Delhi,35370.166666666664,22563.0,True,63791.048011271276,19206.260110634743,25573.676171636514,1.7433859567708547,under_served
110038,South West Delhi,Delhi,28545.5,2771.0,True,9707.309383265312,19206.260110634743,25573.676171636514,-0.3714346996347992,balanced
110039,North West Delhi,Delhi,192521.91666666666,37235.0,True,19340.65515484601,17706.01896592048,6417888.886952617,0.000254699982769832,balanced
110040,North West Delhi,Delhi,80292.25,37072.0,True,46171.330358783074,17706.01896592048,6417888.886952617,0.004435307605703762,balanced
110041,West Delhi,Delhi,597263.9166666666,86805.0,True,14533.776037310141,37328.14484063863,32236.105507401324,-0.7071067811865477,balanced
110042,North West Delhi,Delhi,611057.5,72974.0,True,11942.247660817517,17706.01896592048,6417888.886952617,-0.0008980790111247555,balanced
110043,South West Delhi,Delhi,415028.3333333333,72960.0,True,17579.522683190306,19206.260110634743,25573.676171636514,-0.063609839137974,balanced
110044,South Delhi,Delhi,398963.0833333333,88248.0,True,22119.339780184342,16010.262419986579,8069.262145220677,0.7570800465090967,balanced
110047,South Delhi,Delhi,90167.16666666667,14436.0,True,16010.262419986579,16010.262419986579,8069.262145220677,0.0,balanced
110053,East Delhi,Delhi,127254.91666666667,96909.0,True,76153.44266331557,82147.41206873361,830737.1689087233,-0.007215241630866076,balanced
110057,South West Delhi,Delhi,25385.166666666668,5513.0,True,21717.407147218517,19206.260110634743,25573.676171636514,0.09819265011922142,balanced
110059,West Delhi,Delhi,263684.9166666667,158534.0,True,60122.51364396712,37328.14484063863,32236.105507401324,0.7071067811865475,balanced
110061,South West Delhi,Delhi,6190.666666666667,5194.0,True,83900.49536937324,19206.260110634743,25573.676171636514,2.5297198112835324,under_served
110068,South Delhi,Delhi,56518.916666666664,6749.0,True,11941.134752818747,16010.262419986579,8069.262145220677,-0.5042750618255629,balanced
110071,South West Delhi,Delhi,69538.33333333333,9115.0,True,13107.8781487429,19206.260110634743,25573.676171636514,-0.23846325107750801,balanced
110072,South West Delhi,Delhi,29186.5,3111.0,True,10659.037568738971,19206.260110634743,25573.676171636514,-0.3342195499986585,balanced
110073,South West Delhi,Delhi,72218.58333333333,5531.0,True,7658.693572637699,19206.260110634743,25573.676171636514,-0.4515411261367392,balanced
110074,South Delhi,Delhi,151853.91666666666,26879.0,True,17700.564193547856,16010.262419986579,8069.262145220677,0.209474143129979,balanced
110076,South Delhi,Delhi,176763.33333333334,20201.0,True,11428.27509475947,16010.262419986579,8069.262145220677,-0.5678322556345454,balanced
110080,South Delhi,Delhi,322151.9166666667,9686.0,True,3006.656021240496,16010.262419986579,8069.262145220677,-1.6114988167100204,over_served
110081,North West Delhi,Delhi,209319.16666666666,30391.0,True,14518.976204599832,17706.01896592048,6417888.886952617,-0.0004965874008507399,balanced
110082,North West Delhi,Delhi,89551.66666666667,9580.0,True,10697.735013307029,17706.01896592048,6417888.886952617,-0.0010919920983457803,balanced
110083,North West Delhi,Delhi,137.75,28087.0,True,20389836.66061706,17706.01896592048,6417888.886952617,3.174272880147098,under_served
110084,North Delhi,Delhi,88767.66666666667,58748.0,True,66181.75536888432,66181.75536888432,,,insufficient_comparison
110085,North West Delhi,Delhi,7959.25,66256.0,True,832440.2424851588,17706.01896592048,6417888.886952617,0.1269473868853619,balanced
110086,North West Delhi,Delhi,848122.4166666666,136305.0,True,16071.382776994951,17706.01896592048,6417888.886952617,-0.00025469998276983225,balanced
110090,North East Delhi,Delhi,584943.0,386.0,True,65.98933571305238,65.98933571305238,,,insufficient_comparison
110093,Shahdara,Delhi,393325.8333333333,64864.0,True,16491.161907748243,16491.161907748243,,,insufficient_comparison
110094,North West Delhi,Delhi,503278.5,166481.0,True,33079.29903621951,17706.01896592048,6417888.886952617,0.0023953795930547295,balanced
110096,East Delhi,Delhi,567239.4166666666,54356.0,True,9582.549872753614,82147.41206873361,830737.1689087233,-0.08734996447950316,balanced
121002,Faridabad,Gujrat,12279.333333333334,26412.0,True,215093.11037515607,39410.179913378175,93490.3519975291,1.8791557279238944,under_served
121004,Faridabad,Gujrat,163017.25,93890.0,True,57595.131803536126,39410.179913378175,93490.3519975291,0.19451153516502503,balanced
121101,Faridabad,Gujrat,67461.5,11101.0,True,16455.31154806816,39410.179913378175,93490.3519975291,-0.2455319492851701,balanced
121102,Faridabad,Gujrat,218947.0,46472.0,True,21225.228023220232,39410.179913378175,93490.3519975291,-0.19451153516502495,balanced
121103,Palwal,Gujrat,105292.41666666667,21802.0,True,20706.14455456985,21803.074349308466,7211.884814031947,-0.15210029319996232,balanced
121105,Palwal,Gujrat,79878.33333333333,11370.0,True,14234.147766394726,21803.074349308466,7211.884814031947,-1.049507414232006,over_served
121106,Palwal,Gujrat,58747.833333333336,18615.0,True,31686.27495482103,21803.074349308466,7211.884814031947,1.3704046667915604,under_served
121107,Palwal,Gujrat,48262.0,11052.0,True,22900.004144047078,21803.074349308466,7211.884814031947,0.15210029319996182,balanced
122001,Gurgaon,Gujrat,13859.166666666666,59605.0,True,430076.3634177139,22645.27618003211,105599.96118439312,3.858250350359949,under_served
122003,Gurgaon,Gujrat,13780.083333333334,5972.0,True,43337.90918052019,22645.27618003211,105599.96118439312,0.19595303604662967,balanced
122004,Gurgaon,Gujrat,35480.666666666664,10568.0,True,29785.235151537927,22645.27618003211,105599.96118439312,0.06761327268897756,balanced
122101,Gurgaon,Gujrat,18057.833333333332,10060.0,True,55709.89505939251,22645.27618003211,105599.96118439312,0.31311203629729273,balanced
122102,Gurgaon,Gujrat,29258.833333333332,9068.0,True,30992.34988863762,22645.27618003211,105599.96118439312,0.0790442876586885,balanced
122103,Gurgaon,Gujrat,128381.33333333333,20609.0,True,16052.956816151882,22645.27618003211,105599.96118439312,-0.062427289649937136,balanced
122104,Mewat,Gujrat,80379.16666666667,15316.0,True,19054.688714944794,19054.688714944794,2146.717131751366,0.0,balanced
122105,Gurgaon,Gujrat,84653.41666666667,19170.0,True,22645.27618003211,22645.27618003211,105599.96118439312,0.0,balanced
122107,Rewari,Gujrat,143372.66666666666,24001.0,True,16740.28987394157,16239.357778212572,21728.961361292542,0.023053660384400383,balanced
122108,Mewat,Gujrat,125757.58333333333,19371.0,True,15403.444855214166,19054.688714944794,2146.717131751366,-1.7008500122006371,over_served
122413,Gurgaon,Gujrat,21111.75,4111.0,True,19472.568593318883,22645.27618003211,105599.96118439312,-0.030044590463184077,balanced
122414,Gurgaon,Gujrat,29857.666666666668,3209.0,True,10747.658334542775,22645.27618003211,105599.96118439312,-0.11266687707123621,balanced
122502,Rewari,Gujrat,48231.0,3186.0,True,6605.710020526218,16239.357778212572,21728.961361292542,-0.4433551883822439,balanced
122503,Gurgaon,Gujrat,37613.833333333336,6454.0,True,17158.580841268504,22645.27618003211,105599.96118439312,-0.05195736132121323,balanced
122504,Gurgaon,Gujrat,9441.75,3383.0,True,35830.222151613845,22645.27618003211,105599.96118439312,0.12485748880682705,balanced
122505,Gurgaon,Gujrat,36579.75,9323.0,True,25486.778887225857,22645.27618003211,105599.96118439312,0.026908179466392648,balanced
122506,Gurgaon,Gujrat,28125.666666666668,4495.0,True,15981.843393341787,22645.27618003211,105599.96118439312,-0.06310071246195806,balanced
122508,Mewat,Gujrat,264344.25,50715.0,True,19185.21019466094,19054.688714944794,2146.717131751366,0.0608005022113287,balanced
123001,Mahendragarh,Gujrat,122679.33333333333,22521.0,True,18357.61524625175,14151.172046243479,3140.4024026758116,1.3394599355879133,under_served
123021,Mahendragarh,Gujrat,92105.58333333333,10740.0,True,11660.530894344987,14151.172046243479,3140.4024026758116,-0.7930961808513187,balanced
123023,Mahendragarh,Gujrat,66969.5,10621.0,True,15859.458410171794,14151.172046243479,3140.4024026758116,0.5439705314429617,balanced
123024,Mahendragarh,Gujrat,25123.25,4438.0,True,17664.911983919275,14151.172046243479,3140.4024026758116,1.118882068960933,under_served
123027,Mahendragarh,Gujrat,62920.583333333336,8904.0,True,14151.172046243479,14151.172046243479,3140.4024026758116,0.0,balanced
123028,Mahendragarh,Gujrat,27684.75,2694.0,True,9730.989082437081,14151.172046243479,3140.4024026758116,-1.4075212017543153,over_served
123029,Mahendragarh,Gujrat,91491.33333333333,12109.0,True,13235.133382396876,14151.172046243479,3140.4024026758116,-0.2916946767924017,balanced
123034,Gurgaon,Gujrat,67977.75,4521.0,True,6650.705561746307,22645.27618003211,105599.96118439312,-0.1514637925894397,balanced
123035,Gurgaon,Gujrat,27594.666666666668,2926.0,True,10603.498260533435,22645.27618003211,105599.96118439312,-0.1140320297890257,balanced
123101,Rewari,Gujrat,24462.25,3169.0,True,12954.654620895462,16239.357778212572,21728.961361292542,-0.15116705776689365,balanced
123102,Rewari,Gujrat,15420.166666666666,3274.0,True,21231.93653332757,16239.357778212572,21728.961361292542,0.22976610212067755,balanced
123103,Rewari,Gujrat,22701.75,1850.0,True,8149.151497131278,16239.357778212572,21728.961361292542,-0.3723236535130941,balanced
123106,Rewari,Gujrat,40344.666666666664,8888.0,True,22030.173339722725,16239.357778212572,21728.961361292542,0.2665021795209124,balanced
123110,Rewari,Gujrat,4687.75,858.0,True,18303.0238387286,16239.357778212572,21728.961361292542,0.09497306503532169,balanced
123301,Rewari,Gujrat,3163.1666666666665,1528.0,True,48306.02244586122,16239.357778212572,21728.961361292542,1.4757569004090296,under_served
123302,Rewari,Gujrat,24564.083333333332,3866.0,True,15738.425682483574,16239.357778212572,21728.961361292542,-0.023053660384400466,balanced
123303,Rewari,Gujrat,4519.25,3969.0,True,87824.30713060797,16239.357778212572,21728.961361292542,3.294448738811563,under_served
123401,Rewari,Gujrat,118014.91666666667,32442.0,True,27489.7452934975,16239.357778212572,21728.961361292542,0.5177600221300086,balanced
123411,Rewari,Gujrat,65642.91666666667,6518.0,True,9929.479570656898,16239.357778212572,21728.961361292542,-0.2903902355312731,balanced
123412,Rewari,Gujrat,19764.25,1536.0,True,7771.607827263873,16239.357778212572,21728.961361292542,-0.3896987900228378,balanced
123501,Rewari,Gujrat,75309.58333333333,7505.0,True,9965.531168565312,16239.357778212572,21728.961361292542,-0.28873108591482455,balanced
124021,Jhajjar,Gujrat,17240.166666666668,4054.0,True,23514.85387805609,9602.353311971425,6099.727531809674,2.280839675794025,under_served
124022,Rohtak,Gujrat,31985.0,1738.0,True,5433.797092387056,12809.337277982773,6811.512399365309,-1.082805073698899,over_served
124102,Jhajjar,Gujrat,18189.666666666668,2436.0,True,13392.219025454011,9602.353311971425,6099.727531809674,0.6213172135507182,balanced
124103,Jhajjar,Gujrat,47322.833333333336,11476.0,True,24250.44992375069,9602.353311971425,6099.727531809674,2.401434578084089,under_served
124104,Jhajjar,Gujrat,32302.25,2497.0,True,7730.111679526968,9602.353311971425,6099.727531809674,-0.306938567777141,balanced
124105,Jhajjar,Gujrat,47027.833333333336,3421.0,True,7274.415505711157,9602.353311971425,6099.727531809674,-0.38164619552598494,balanced
124106,Jhajjar,Gujrat,58600.416666666664,4861.0,True,8295.162861469984,9602.353311971425,6099.727531809674,-0.21430308873380485,balanced
124107,Jhajjar,Gujrat,22060.0,3257.0,True,14764.279238440617,9602.353311971425,6099.727531809674,0.8462551646036797,balanced
124108,Jhajjar,Gujrat,23391.666666666668,3640.0,True,15561.097256857855,9602.353311971425,6099.727531809674,0.9768869041792402,balanced
124109,Jhajjar,Gujrat,43940.083333333336,4390.0,True,9990.877729332178,9602.353311971425,6099.727531809674,0.06369537251207114,balanced
124111,Rohtak,Gujrat,14280.333333333334,3442.0,True,24103.078826357927,12809.337277982773,6811.512399365309,1.658037288374825,under_served
124112,Rohtak,Gujrat,56844.0,9650.0,True,16976.285975652667,12809.337277982773,6811.512399365309,0.6117508790056914,balanced
124113,Rohtak,Gujrat,24429.25,5062.0,True,20721.061841849423,12809.337277982773,6811.512399365309,1.161522449053144,under_served
124142,Jhajjar,Gujrat,28210.666666666668,1610.0,True,5707.061158899707,9602.353311971425,6099.727531809674,-0.6386010084480049,balanced
124146,Jhajjar,Gujrat,40351.833333333336,2351.0,True,5826.253247477396,9602.353311971425,6099.727531809674,-0.6190604489793876,balanced
124201,Rohtak,Gujrat,16594.25,3245.0,True,19554.966328698196,12809.337277982773,6811.512399365309,0.9903276475491661,balanced
124202,Rohtak,Gujrat,11983.333333333334,2870.0,True,23949.930458970794,12809.337277982773,6811.512399365309,1.6355535346344068,under_served
124303,Rohtak,Gujrat,23551.5,3732.0,True,15846.124450671932,12809.337277982773,6811.512399365309,0.4458315561419406,balanced
124401,Rohtak,Gujrat,71276.33333333333,4106.0,True,5760.677924883903,12809.337277982773,6811.512399365309,-1.0348156091965213,over_served
124404,Rohtak,Gujrat,20692.0,1210.0,True,5847.670597332302,12809.337277982773,6811.512399365309,-1.0220441911401577,over_served
124406,Rohtak,Gujrat,18775.333333333332,1508.0,True,8031.81479245819,12809.337277982773,6811.512399365309,-0.701389383945003,balanced
124411,Rohtak,Gujrat,15120.25,2102.0,True,13901.886542881237,12809.337277982773,6811.512399365309,0.16039745666472935,balanced
124412,Jhajjar,Gujrat,28555.5,2742.0,True,9602.353311971425,9602.353311971425,6099.727531809674,0.0,balanced
124501,Rohtak,Gujrat,80719.33333333333,9014.0,True,11167.089255775156,12809.337277982773,6811.512399365309,-0.24109888170513213,balanced
124504,Jhajjar,Gujrat,22117.833333333332,1111.0,True,5023.095993429134,9602.353311971425,6099.727531809674,-0.7507314539316335,balanced
124505,Jhajjar,Gujrat,19735.583333333332,2404.0,True,12181.043546555082,9602.353311971425,6099.727531809674,0.42275498719179816,balanced
124506,Jhajjar,Gujrat,16514.083333333332,1033.0,True,6255.26696910213,9602.353311971425,6099.727531809674,-0.548727189110409,balanced
124513,Rohtak,Gujrat,23713.5,1476.0,True,6224.302612435954,12809.337277982773,6811.512399365309,-0.9667507418999057,balanced
124514,Rohtak,Gujrat,47385.0,5552.0,True,11716.78801308431,12809.337277982773,6811.512399365309,-0.16039745666472935,balanced
125004,Hisar,Gujrat,55753.583333333336,4327.0,True,7760.936143117856,14267.447999228893,8293.65382033846,-0.7845169327124759,balanced
125005,Hisar,Gujrat,66914.33333333333,2686.0,True,4014.0876643270253,14267.447999228893,8293.65382033846,-1.2362898858591895,over_served
125006,Hisar,Gujrat,11036.333333333334,2201.0,True,19943.217856172036,14267.447999228893,8293.65382033846,0.6843509483147824,balanced
125033,Hisar,Gujrat,113256.75,25118.0,True,22177.927584890083,14267.447999228893,8293.65382033846,0.9537991043540285,balanced
125037,Hisar,Gujrat,14629.416666666666,1097.0,True,7498.590169350567,14267.447999228893,8293.65382033846,-0.8161490672879437,balanced
125038,Hisar,Gujrat,34450.75,2032.0,True,5898.275073837289,14267.447999228893,8293.65382033846,-1.0091056495350637,over_served
125039,Hisar,Gujrat,88925.08333333333,10971.0,True,12337.351384733029,14267.447999228893,8293.65382033846,-0.2327196982544296,balanced
125042,Hisar,Gujrat,17441.0,4400.0,True,25227.91124362135,14267.447999228893,8293.65382033846,1.3215481959850075,under_served
125044,Hisar,Gujrat,28732.75,4654.0,True,16197.544613724756,14267.447999228893,8293.65382033846,0.2327196982544296,balanced
125047,Fatehabad,Gujrat,65877.41666666667,6195.0,True,9403.829587529362,12758.930950071126,6027.981719523291,-0.5565878462562912,balanced
125048,Hisar,Gujrat,33722.083333333336,3691.0,True,10945.349857289362,14267.447999228893,8293.65382033846,-0.4005590556230808,balanced
125049,Hisar,Gujrat,17937.666666666668,4008.0,True,22344.04326092208,14267.447999228893,8293.65382033846,0.9738283555900318,balanced
125050,Hisar,Gujrat,72544.91666666667,20913.0,True,28827.657347918932,14267.447999228893,8293.65382033846,1.7555844099718938,under_served
125051,Fatehabad,Gujrat,111868.91666666667,27894.0,True,24934.54020218604,12758.930950071126,6027.981719523291,2.019848403435071,under_served
125052,Fatehabad,Gujrat,78143.25,14075.0,True,18011.792445284784,12758.930950071126,6027.981719523291,0.8714129769506116,balanced
125053,Fatehabad,Gujrat,73374.0,8580.0,True,11693.51541417941,12758.930950071126,6027.981719523291,-0.17674498455114293,balanced
125054,Sirsa,Gujrat,9511.75,2160.0,True,22708.75496096933,18284.861712671736,17330.54834706055,0.25526562458988405,balanced
125055,Sirsa,Gujrat,113260.91666666667,44620.0,True,39395.76096785373,18284.861712671736,17330.54834706055,1.218132215577739,under_served
125058,Sirsa,Gujrat,14459.583333333334,1750.0,True,12102.700054750308,18284.861712671736,17330.54834706055,-0.3567204876682387,balanced
125060,Sirsa,Gujrat,24556.0,4382.0,True,17844.925883694414,18284.861712671736,17330.54834706055,-0.025384991874878592,balanced
125075,Sirsa,Gujrat,44290.5,7533.0,True,17008.162021200937,18284.861712671736,17330.54834706055,-0.07366758777066289,balanced
125076,Sirsa,Gujrat,21314.416666666668,6279.0,True,29458.934289389417,18284.861712671736,17330.54834706055,0.6447616285963003,balanced
125077,Sirsa,Gujrat,37260.75,6977.0,True,18724.797541649055,18284.861712671736,17330.54834706055,0.02538499187487838,balanced
125078,Sirsa,Gujrat,46649.333333333336,4983.0,True,10681.824677737444,18284.861712671736,17330.54834706055,-0.4387072401101405,balanced
125101,Sirsa,Gujrat,6601.833333333333,2201.0,True,33339.22395294237,18284.861712671736,17330.54834706055,0.8686604681394293,balanced
125102,Sirsa,Gujrat,15178.583333333334,11750.0,True,77411.70399082039,18284.861712671736,17330.54834706055,3.4117121451715176,under_served
125103,Sirsa,Gujrat,44979.166666666664,6661.0,True,14809.078276980084,18284.861712671736,17330.54834706055,-0.20055819158666047,balanced
125104,Sirsa,Gujrat,65124.666666666664,15656.0,True,24040.046270230432,18284.861712671736,17330.54834706055,0.33208323489284386,balanced
125106,Fatehabad,Gujrat,47762.5,6010.0,True,12583.093431038995,12758.930950071126,6027.981719523291,-0.02917021437915657,balanced
125110,Sirsa,Gujrat,69128.0,8906.0,True,12883.346834857077,18284.861712671736,17330.54834706055,-0.3116759360202711,balanced
125111,Fatehabad,Gujrat,66314.33333333333,8461.0,True,12758.930950071126,12758.930950071126,6027.981719523291,0.0,balanced
125112,Hisar,Gujrat,69851.66666666667,4292.0,True,6144.448951349288,14267.447999228893,8293.65382033846,-0.979423451212738,balanced
125113,Fatehabad,Gujrat,72439.41666666667,8401.0,True,11597.277265024912,12758.930950071126,6027.981719523291,-0.19271022028548573,balanced
125120,Fatehabad,Gujrat,63739.583333333336,16635.0,True,26098.382088576564,12758.930950071126,6027.981719523291,2.2129216310165516,under_served
125121,Hisar,Gujrat,81396.41666666667,18140.0,True,22285.993343277805,14267.447999228893,8293.65382033846,0.966829037930797,balanced
125133,Fatehabad,Gujrat,31377.833333333332,5368.0,True,17107.61843551977,12758.930950071126,6027.981719523291,0.721416833658306,balanced
125201,Sirsa,Gujrat,70273.16666666667,11318.0,True,16105.720770611824,18284.861712671736,17330.54834706055,-0.12573987264687547,balanced
126101,Jind,Gujrat,63379.333333333336,7411.0,True,11693.086074324965,14323.123964779785,6235.426310353419,-0.4217895873595452,balanced
126102,Jind,Gujrat,114413.25,33531.0,True,29306.9203086181,14323.123964779785,6235.426310353419,2.4030107322347694,under_served
126110,Jind,Gujrat,30110.0,2390.0,True,7937.562271670542,14323.123964779785,6235.426310353419,-1.0240778056356046,over_served
126111,Jind,Gujrat,40257.666666666664,3675.0,True,9128.695983373767,14323.123964779785,6235.426310353419,-0.8330509772493169,balanced
126112,Jind,Gujrat,111150.91666666667,17611.0,True,15844.223806821205,14323.123964779785,6235.426310353419,0.243944802862277,balanced
126113,Jind,Gujrat,66276.33333333333,6065.0,True,9151.079570887548,14323.123964779785,6235.426310353419,-0.8294612327154723,balanced
126114,Jind,Gujrat,37582.583333333336,5383.0,True,14323.123964779785,14323.123964779785,6235.426310353419,0.0,balanced
126115,Jind,Gujrat,69729.41666666667,11679.0,True,16749.0286858846,14323.123964779785,6235.426310353419,0.3890519429404207,balanced
126116,Jind,Gujrat,153634.41666666666,31267.0,True,20351.559681993996,14323.123964779785,6235.426310353419,0.9668040992168385,balanced
126125,Jind,Gujrat,34783.333333333336,6648.0,True,19112.601820795397,14323.123964779785,6235.426310353419,0.7681075226665854,balanced
126152,Jind,Gujrat,44216.083333333336,5643.0,True,12762.324418151013,14323.123964779785,6235.426310353419,-0.25031160163615296,balanced
127021,Bhiwani,Gujrat,14389.5,29908.0,True,207845.998818583,9244.502336985672,45609.92642434963,4.3543481003199025,under_served
127022,Charkhi Dadri,Gujrat,26179.416666666668,2326.0,True,8884.842735864371,9039.238216516116,6270.603212719945,-0.02462210977383373,balanced
127025,Bhiwani,Gujrat,25518.833333333332,2315.0,True,9071.731335680186,9244.502336985672,45609.92642434963,-0.0037880131552514187,balanced
127026,Charkhi Dadri,Gujrat,53200.083333333336,3240.0,True,6090.216024097706,9039.238216516116,6270.603212719945,-0.47029322257806166,balanced
127027,Bhiwani,Gujrat,22646.666666666668,2449.0,True,10813.953488372092,9244.502336985672,45609.92642434963,0.03441029781070951,balanced
127028,Bhiwani,Gujrat,34959.0,3583.0,True,10249.149003117938,9244.502336985672,45609.92642434963,0.022026930207804916,balanced
127029,Bhiwani,Gujrat,54199.083333333336,3676.0,True,6782.402531408126,9244.502336985672,45609.92642434963,-0.05398166580385255,balanced
127030,Charkhi Dadri,Gujrat,44671.083333333336,4236.0,True,9482.644440008731,9039.238216516116,6270.603212719945,0.07071189301105253,balanced
127031,Bhiwani,Gujrat,52204.0,4826.0,True,9244.502336985672,9244.502336985672,45609.92642434963,0.0,balanced
127032,Bhiwani,Gujrat,62324.25,7116.0,True,11417.706590933705,9244.502336985672,45609.92642434963,0.047647615866089885,balanced
127035,Bhiwani,Gujrat,35488.166666666664,2644.0,True,7450.3707808706195,9244.502336985672,45609.92642434963,-0.03933642732554869,balanced
127040,Bhiwani,Gujrat,65473.166666666664,8353.0,True,12757.898273847557,9244.502336985672,45609.92642434963,0.0770313879521235,balanced
127041,Bhiwani,Gujrat,46355.5,3586.0,True,7735.867372803658,9244.502336985672,45609.92642434963,-0.033076899755238434,balanced
