pincode,district,state,avg_population,total_txn,months_active,monthly_std,monthly_mean,volatility_cv,txn_norm,population_norm,stability_norm,trust_gravity_score,trust_gravity_rank,trust_gravity_bucket
533464,East Godavari,Pondicherry,75246.83333333333,1815.0,12,136.0408528213626,151.25,0.8994436550172733,1.0,0.0349475916941676,0.7403529818274383,0.9021340253007699,1,high_trust_gravity
491888,Kawardha,Chhattisgarh,116334.58333333333,1380.0,12,103.24463446327148,115.0,0.8977794301154042,0.7603305785123967,0.054030360324059466,0.7408334021749814,0.7906343790270101,2,high_trust_gravity
737134,East Sikkim,Sikkim,29835.166666666668,1324.0,12,98.3262966152016,110.33333333333333,0.891174893793368,0.7294765840220385,0.013856625941655655,0.7427399675866815,0.7854521262769246,3,high_trust_gravity
605106,Pondicherry,Pondicherry,41543.333333333336,1333.0,12,102.458380315959,111.08333333333333,0.9223560118465928,0.734435261707989,0.019294359465156268,0.73373875413585,0.7834455598231114,4,high_trust_gravity
831012,Seraikela-kharsawan,Jharkhand,0.0,1274.0,12,101.2196830780666,106.16666666666667,0.953403608270643,0.7019283746556474,0.0,0.7247760850592919,0.7695393983657934,5,high_trust_gravity
110053,East Delhi,Delhi,127254.91666666667,1315.0,12,103.65980928308744,109.58333333333333,0.9459450276783645,0.7245179063360881,0.05910219303237998,0.7269291918156542,0.7686378363802426,6,high_trust_gravity
831002,Seraikela-Kharsawan,Jharkhand,347727.8333333333,1386.0,12,111.21845824567725,115.5,0.9629303744214481,0.7636363636363637,0.1614984950422839,0.7220259445584549,0.7640457452233661,7,high_trust_gravity
795149,Senapati,Madhyapradesh,48140.25,1240.0,12,93.02915802276317,103.33333333333333,0.9002821744138372,0.6831955922865014,0.022358227270540536,0.7401109221277749,0.7620051938195387,8,high_trust_gravity
450661,West Nimar,Manipur,66386.08333333333,1227.0,12,90.73049502384922,102.25,0.8873398046342221,0.6760330578512397,0.030832310566889655,0.7438470624658811,0.7583948857827383,9,high_trust_gravity
605501,Pondicherry,Pondicherry,50744.916666666664,1239.0,12,96.87491935480514,103.25,0.9382558775283791,0.6826446280991736,0.023567937010255943,0.7291488582701209,0.7576785956371193,10,high_trust_gravity
607402,Pondicherry,Pondicherry,13544.833333333334,1208.0,12,92.31303791825383,100.66666666666667,0.9170169329627863,0.665564738292011,0.006290753828828472,0.7352800134512452,0.7555939861735751,11,high_trust_gravity
755019,Kendujhar,Odisha,46054.25,1211.0,12,93.63221894328055,100.91666666666667,0.9278171984470409,0.6672176308539944,0.021389406749534774,0.7321622453589183,0.7522268384100119,12,high_trust_gravity
396230,Dadra and Nagar Haveli,Dadra And Nagar Haveli And Daman And Diu,7637.916666666667,1136.0,12,80.44120759155645,94.66666666666667,0.8497310661079907,0.6258953168044077,0.0035473491871517646,0.754703770121882,0.7450897422672118,13,high_trust_gravity
515671,Anantapur,_Andhrapradesh,0.0,1160.0,12,88.54411672189524,96.66666666666667,0.9159736212609851,0.6391184573002755,0.0,0.735581191597187,0.7450567228441394,14,high_trust_gravity
515201,Ananthapur,_Andhrapradesh,8304.5,1141.0,12,84.69459393859941,95.08333333333333,0.8907406899765057,0.6286501377410468,0.003856936728999203,0.7428653114319558,0.7421240336388557,15,high_trust_gravity
605107,Pondicherry,Pondicherry,17522.0,1120.0,12,85.19638632256795,93.33333333333333,0.9128184248846566,0.6170798898071626,0.00813790660070131,0.7364920183357967,0.7338305755106117,16,high_trust_gravity
515591,Anantapur,_Andhrapradesh,46026.916666666664,1136.0,12,87.80073859011493,94.66666666666667,0.9274725907406507,0.6258953168044077,0.021376712073484523,0.7322617250349429,0.7336691539095166,17,high_trust_gravity
494441,Bijapur,Chhattisgarh,47519.333333333336,1134.0,12,87.17015752903262,94.5,0.9224355294077526,0.6247933884297521,0.02206984912648437,0.7337157993931795,0.7335435847557044,18,high_trust_gravity
816105,Sahebganj,Jharkhand,0.0,1128.0,12,89.87364868120537,94.0,0.9561026455447379,0.6214876033057851,0.0,0.7239969401109161,0.7330683505264239,19,high_trust_gravity
822124,Garhwa,Jharkhand,91585.0,1146.0,12,92.54532059286609,95.5,0.9690609486163989,0.631404958677686,0.042535679490082724,0.7202562002275841,0.7277147655865965,20,high_trust_gravity
400078,Mumbai,Maharashtra,0.0,1091.0,12,85.08867923133684,90.91666666666667,0.9358974800880312,0.6011019283746556,0.0,0.7298296689686414,0.7259362519076196,21,high_trust_gravity
494230,Kondagaon,Chhattisgarh,44437.916666666664,1105.0,12,86.66178599310743,92.08333333333333,0.9411234677984518,0.6088154269972452,0.020638717918221746,0.728321056262945,0.7247515682571467,22,high_trust_gravity
605502,Pondicherry,Pondicherry,26312.25,1074.0,12,81.0246875958186,89.5,0.9053037720203196,0.5917355371900826,0.01222044475255696,0.7386613117628424,0.7223683619020207,23,high_trust_gravity
605007,Pondicherry,Pondicherry,17004.166666666668,1080.0,12,84.16218109859516,90.0,0.9351353455399462,0.5950413223140496,0.007897404414798076,0.7300496782618893,0.721706501550024,24,high_trust_gravity
605110,Pondicherry,Pondicherry,7040.5,1075.0,12,83.887867075187,89.58333333333333,0.9364227022346456,0.5922865013774105,0.0032698853682363643,0.7296780503947753,0.7212622661843587,25,high_trust_gravity
795130,Imphal West,Madhyapradesh,20438.916666666668,1077.0,12,83.49428396330767,89.75,0.9302984285605311,0.5933884297520661,0.009492637532978581,0.7314459759219458,0.721132357454515,26,high_trust_gravity
605102,Pondicherry,Pondicherry,46798.5,1073.0,12,81.60153556190353,89.41666666666667,0.9125987201704029,0.5911845730027548,0.021735065748939634,0.736555441623755,0.719480449269766,27,high_trust_gravity
451115,West Nimar,Manipur,148243.5,1096.0,12,83.65549846987001,91.33333333333333,0.9159361146336134,0.6038567493112947,0.06885011740446666,0.7355920188278917,0.7154227202989514,28,high_trust_gravity
585214,Kalaburagi,Karnataka,115508.75,1098.0,12,87.17015752903264,91.5,0.9526793172571872,0.6049586776859505,0.05364681081290706,0.7249851698650871,0.7152468522488767,29,high_trust_gravity
182144,Udhampur,Jammu And Kashmir,52233.833333333336,1080.0,12,87.20612989296733,90.0,0.968956998810748,0.5950413223140496,0.024259448525468866,0.7202862079517214,0.715016878119331,30,high_trust_gravity
515231,Sri Sathya Sai,_Andhrapradesh,58999.666666666664,1060.0,12,81.07048934368314,88.33333333333333,0.9177791246454695,0.5840220385674931,0.027401767880712462,0.7350599876646595,0.7146005594618603,31,high_trust_gravity
835216,Khunti,Jharkhand,0.0,1045.0,12,82.62781650634403,87.08333333333333,0.9488361704077785,0.5757575757575758,0.0,0.7260945907991079,0.7132240158705969,32,high_trust_gravity
515571,Ananthapur,_Andhrapradesh,6642.416666666667,1018.0,12,75.63649111294619,84.83333333333333,0.8915892862036879,0.5608815426997246,0.00308499979661426,0.7426203428018573,0.7116968142362032,33,high_trust_gravity
795101,Churachandpur,Madhyapradesh,36897.333333333336,1037.0,12,79.38451684775512,86.41666666666667,0.9186250744195384,0.5713498622589531,0.017136574162858683,0.7348157829997698,0.7108656472338766,34,high_trust_gravity
515672,Ananthapuramu,_Andhrapradesh,101040.75,1042.0,12,75.9890342966229,86.83333333333333,0.8751136387327014,0.5741046831955923,0.04692730204113748,0.747376452553081,0.7105434054233674,35,high_trust_gravity
606301,Cuddalore,Tamilnadu,45242.0,1024.0,12,76.375071293921,85.33333333333333,0.8950203667256367,0.5641873278236914,0.02101216587312685,0.741629875170378,0.7092523206556681,36,high_trust_gravity
244102,Amroha,Uttar Pradesh,224548.33333333334,1115.0,12,88.72373704455599,92.91666666666667,0.9548743000310957,0.6143250688705234,0.10428908594965253,0.7243515329173957,0.7091115003228934,37,high_trust_gravity
605014,Pondicherry,Pondicherry,19366.083333333332,1006.0,12,73.65377646718997,83.83333333333333,0.878573874360119,0.5542699724517907,0.008994371498006219,0.7463775685676064,0.7088547623023669,38,high_trust_gravity
853204,Katihar,_Bihar,333099.0,1147.0,12,89.53765925152625,95.58333333333333,0.9367497044623496,0.6319559228650138,0.15470428893887717,0.72958365298268,0.7087935860454186,39,high_trust_gravity
737121,West,Sikkim,44821.25,1000.0,12,71.07145358828336,83.33333333333333,0.8528574430594004,0.5509641873278237,0.020816753009170394,0.7538012628346397,0.7076009756878104,40,high_trust_gravity
799105,West Tripura,Tripura,71815.08333333333,1041.0,12,81.47183004517017,86.75,0.9391565423074371,0.5735537190082645,0.03335375189409017,0.7288888587438016,0.7065395237352317,41,high_trust_gravity
500018,Hyderabad,_Andhrapradesh,0.0,1072.0,12,96.88356022785416,89.33333333333333,1.0845174652371734,0.590633608815427,0.0,0.6869267747522337,0.706209495130224,42,high_trust_gravity
500055,Rangareddi,_Andhrapradesh,0.0,1088.0,12,101.99584067574283,90.66666666666667,1.1249541251001047,0.5994490358126722,0.0,0.6752537165237373,0.7060908668990105,43,high_trust_gravity
110032,East Delhi,Delhi,55245.333333333336,1033.0,12,82.96161032597419,86.08333333333333,0.9637360347644631,0.5691460055096419,0.025658107681273683,0.7217933704504974,0.7036117606007581,44,high_trust_gravity
782446,Karbi Anglong,_Assam,134459.91666666666,1050.0,12,81.95952437858358,87.5,0.9366802786123838,0.5785123966942148,0.062448478676601686,0.7296036944992633,0.7032021758518185,45,high_trust_gravity
606204,Viluppuram,Tamilnadu,50444.583333333336,1014.0,12,78.42019684193143,84.5,0.9280496667684193,0.5586776859504132,0.023428450386825745,0.7320951375349554,0.7029525667375552,46,high_trust_gravity
389172,Dahod,Haryana,217399.58333333334,1072.0,12,82.8090172223613,89.33333333333333,0.9269666106980744,0.590633608815427,0.10096892501986349,0.7324077888918359,0.701934065075112,47,high_trust_gravity
583134,Ballari,Karnataka,48534.75,992.0,12,73.84668803225594,82.66666666666667,0.8933067100676121,0.5465564738292011,0.022541448601095075,0.7421245652367827,0.7011857213357954,48,high_trust_gravity
605105,Pondicherry,Pondicherry,45718.666666666664,1001.0,12,76.78122205725863,83.41666666666667,0.9204542104766269,0.5515151515151515,0.021233548638393426,0.7342877569022976,0.7009358233699438,49,high_trust_gravity
495119,Bilaspur,Chhattisgarh,94887.16666666667,1016.0,12,77.57498815906314,84.66666666666667,0.9162400176267299,0.5597796143250688,0.04406933568876339,0.73550428959045,0.7005134606651857,50,high_trust_gravity
560067,Bengaluru,Karnataka,0.0,987.0,12,76.80332024072918,82.25,0.9337789694921481,0.543801652892562,0.0,0.7304412303000485,0.7003651744066699,51,high_trust_gravity
560049,Bangalore Rural,Karnataka,0.0,983.0,12,76.45136104779696,81.91666666666667,0.9332821287625265,0.5415977961432507,0.0,0.7305846558645442,0.6994236378170533,52,high_trust_gravity
583201,Ballari,Karnataka,361.1666666666667,976.0,12,75.70797163903528,81.33333333333333,0.9308357168733846,0.5377410468319559,0.00016774001829813703,0.7312908741459165,0.6979017290217913,53,high_trust_gravity
605111,Pondicherry,Pondicherry,38220.75,963.0,12,70.55252717592114,80.25,0.8791592171454348,0.5305785123966942,0.01775122096271856,0.7462085946602713,0.6963830945170636,54,high_trust_gravity
515521,Sri Sathya Sai,_Andhrapradesh,51851.25,972.0,12,72.05427247442154,81.0,0.8895589194373029,0.5355371900826447,0.02408176176404599,0.7432064592014203,0.696297643904878,55,high_trust_gravity
491665,Balod,Chhattisgarh,83210.33333333333,977.0,12,71.75141219178305,81.41666666666667,0.8812865366442134,0.5382920110192837,0.03864615459878379,0.7455944904176353,0.6954602456850933,56,high_trust_gravity
606305,Viluppuram,Tamilnadu,49364.333333333336,983.0,12,76.10334878945667,81.91666666666667,0.9290337593829909,0.5415977961432507,0.02292673975987633,0.7318110544669901,0.6952675293759341,57,high_trust_gravity
515001,Anantapur,_Andhrapradesh,30976.833333333332,971.0,12,74.95387470527014,80.91666666666667,0.9263094711258925,0.5349862258953169,0.01438686088643749,0.7325974887462832,0.6942755505368042,58,high_trust_gravity
562123,Bangalore,Karnataka,57174.166666666664,985.0,12,77.25690123140319,82.08333333333333,0.9412008271846074,0.5426997245179064,0.026553933814990497,0.7282987245317343,0.6938086428561668,59,high_trust_gravity
606107,Villupuram,Tamilnadu,44814.0,984.0,12,78.53545811808945,82.0,0.9577494892449933,0.5421487603305785,0.020813385823754624,0.7235215372840884,0.6930368030334403,60,high_trust_gravity
713130,Bardhaman,Westbengal,0.0,908.0,12,62.02394454539066,75.66666666666667,0.8196997076483347,0.5002754820936639,0.0,0.7633730765672883,0.6923045437406996,61,high_trust_gravity
737132,South Sikkim,Sikkim,2145.9166666666665,927.0,12,66.92346374777684,77.25,0.866323155311027,0.5107438016528926,0.0009966481797866464,0.7499140465379863,0.6921052973961396,62,high_trust_gravity
560087,Bangalore,Karnataka,0.0,950.0,12,73.32100447327285,79.16666666666667,0.9261600565044991,0.5234159779614325,0.0,0.7326406210322243,0.6919614074439231,63,high_trust_gravity
507121,West Godavari,_Andhrapradesh,0.0,942.0,12,71.31938407932688,78.5,0.9085271857239093,0.5190082644628099,0.0,0.737730792378104,0.6917594963406009,64,high_trust_gravity
431001,Aurangabad,Maharashtra,1545.4166666666667,942.0,12,71.80212708928235,78.5,0.9146767782074184,0.5190082644628099,0.0007177523394875291,0.7359555579402237,0.6909946138194453,65,high_trust_gravity
497225,Balrampur,Chhattisgarh,107296.91666666667,982.0,12,75.37039849766597,81.83333333333333,0.9210231995641464,0.5410468319559228,0.04983291213198066,0.7341235039008749,0.6904477183190754,66,high_trust_gravity
507114,Eluru,_Andhrapradesh,13075.333333333334,969.0,12,78.89593260630222,80.75,0.9770394130811421,0.5338842975206611,0.006072699545697021,0.7179530159243643,0.6903169495486856,67,high_trust_gravity
515301,Ananthapuramu,_Andhrapradesh,51496.083333333336,951.0,12,71.1785526941674,79.25,0.8981520844689892,0.5239669421487604,0.023916808381954008,0.7407258261293028,0.6902558014358073,68,high_trust_gravity
754004,Puri,Odisha,124399.41666666667,987.0,12,75.82290970652363,82.25,0.9218590845777949,0.543801652892562,0.05777598641793513,0.7338822046820541,0.6900143181567848,69,high_trust_gravity
515581,Sri Sathya Sai,_Andhrapradesh,114364.0,973.0,12,73.07960582733591,81.08333333333333,0.9012901027009568,0.5360881542699725,0.05311514384674151,0.7398199582938286,0.6895536260549793,70,high_trust_gravity
515561,Ananthapur,_Andhrapradesh,40270.666666666664,954.0,12,73.45437668747489,79.5,0.9239544237418226,0.5256198347107438,0.018703282963206763,0.7332773323668567,0.6894353353555932,71,high_trust_gravity
854337,Purnia,_Bihar,0.0,942.0,12,73.21140000648185,78.5,0.9326292994456287,0.5190082644628099,0.0,0.7307731114554672,0.6893243080176781,72,high_trust_gravity
833102,Seraikela-Kharsawan,Jharkhand,107573.58333333333,1000.0,12,81.5545922382763,83.33333333333333,0.9786551068593157,0.5509641873278237,0.04996140702370881,0.7174866053054861,0.689061914749699,73,high_trust_gravity
606203,Villupuram,Tamilnadu,37984.583333333336,954.0,12,74.10250885214224,79.5,0.9321070295866948,0.5256198347107438,0.01764153586538194,0.7309238777772897,0.6888239756688097,74,high_trust_gravity
743329,North 24 Parganas,Westbengal,16684.833333333332,911.0,12,64.33782760247708,75.91666666666667,0.8474796171566683,0.5019283746556474,0.007749093443381724,0.7553537074509383,0.6886917475141934,75,high_trust_gravity
400064,Mumbai City,Maharashtra,0.0,939.0,12,72.96590112698347,78.25,0.9324715798975522,0.5173553719008265,0.0,0.7308186411672364,0.6885964417639047,76,high_trust_gravity
792103,Changlang,_Arunachalpradesh,31538.083333333332,928.0,12,68.07527028402035,77.33333333333333,0.8802836674657805,0.5112947658402204,0.014647527481554692,0.7458839938127004,0.6882125369662334,77,high_trust_gravity
515641,Anantapur,_Andhrapradesh,32480.75,934.0,12,70.24351582282534,77.83333333333333,0.9024862846615677,0.5146005509641873,0.015085338992165798,0.7394746503053493,0.6873693077423234,78,high_trust_gravity
816102,Sahebganj,Jharkhand,0.0,945.0,12,75.76293768903584,78.75,0.9620690500195027,0.5206611570247934,0.0,0.7222745874961163,0.6870936262847978,79,high_trust_gravity
600100,Kancheepuram,Tamilnadu,72765.08333333333,957.0,12,73.83781366801652,79.75,0.9258660021067903,0.5272727272727272,0.03379496929339768,0.7327255072250611,0.6869676609428191,80,high_trust_gravity
515134,Ananthapur,_Andhrapradesh,19094.916666666668,918.0,12,68.50945522003116,76.5,0.8955484342487733,0.5057851239669422,0.008868431022800374,0.7414774352070614,0.6853467219030355,81,high_trust_gravity
751002,Khordha,Odisha,64942.583333333336,953.0,12,74.72185798416727,79.41666666666667,0.940883836107038,0.525068870523416,0.030161892339626087,0.728390231973717,0.685185194458413,82,high_trust_gravity
515865,Ananthapur,_Andhrapradesh,67037.33333333333,948.0,12,73.57865303074108,79.0,0.9313753548195074,0.5223140495867769,0.03113477670509915,0.7311350940891872,0.6847116499042453,83,high_trust_gravity
515110,Ananthapuramu,_Andhrapradesh,43947.0,919.0,12,67.64406623621689,76.58333333333333,0.8832739878504926,0.50633608815427,0.020410716891965556,0.745020762673162,0.6845263632266351,84,high_trust_gravity
752050,Puri,Odisha,81566.08333333333,966.0,12,77.75778242255065,80.5,0.9659351853732999,0.5322314049586777,0.037882500168456026,0.7211585303524972,0.6843331178210879,85,high_trust_gravity
515211,Ananthapuramu,_Andhrapradesh,44296.5,920.0,12,68.05390020662544,76.66666666666667,0.8876595679125057,0.5068870523415978,0.020573038450973954,0.743754754758484,0.6842987300289936,86,high_trust_gravity
152022,Muktsar,Punjab,56338.916666666664,919.0,12,66.96737106889286,76.58333333333333,0.8744379247298306,0.50633608815427,0.026166010833125655,0.7475715143838073,0.684268067537129,87,high_trust_gravity
571313,Chamrajnagar,Karnataka,52024.0,935.0,12,71.6867660328071,77.91666666666667,0.9200440560360269,0.5151515151515151,0.024161993664814804,0.7344061582906425,0.6840279384869438,88,high_trust_gravity
515511,Sri Sathya Sai,_Andhrapradesh,32351.166666666668,904.0,12,65.4582911386165,75.33333333333333,0.8689153690966793,0.4980716253443526,0.015025155390769027,0.7491657388745147,0.683335208932885,89,high_trust_gravity
110093,Shahdara,Delhi,393325.8333333333,1074.0,12,85.69979314709309,89.5,0.957539588235677,0.5917355371900826,0.18267600133030915,0.7235821304862042,0.6829995371396469,90,high_trust_gravity
500005,Hyderabad,_Andhrapradesh,0.0,957.0,12,82.31770493310991,79.75,1.0321969270609392,0.5272727272727272,0.0,0.7020304131523312,0.6829833718760432,91,high_trust_gravity
515331,Ananthapuramu,_Andhrapradesh,56561.833333333336,918.0,12,68.38460751846533,76.5,0.8939164381498736,0.5057851239669422,0.02626954210884036,0.7419485519005695,0.6820313905285552,92,high_trust_gravity
515122,Anantapur,_Andhrapradesh,62164.25,922.0,12,69.11628321937317,76.83333333333333,0.899561169883382,0.5079889807162534,0.028871524963054812,0.7403190582076474,0.6819324067023796,93,high_trust_gravity
110094,North West Delhi,Delhi,503278.5,1106.0,12,87.37883385614965,92.16666666666667,0.9480524469021662,0.609366391184573,0.23374234831303817,0.7263208322875756,0.6816786976711017,94,high_trust_gravity
515661,Sri Sathya Sai,_Andhrapradesh,32053.083333333332,899.0,12,65.69413746271198,74.91666666666667,0.8768961619049429,0.4953168044077135,0.014886713755916133,0.7468618824364158,0.6813168780850334,95,high_trust_gravity
825409,Hazaribagh,Jharkhand,20013.416666666668,925.0,12,73.7729419888957,77.08333333333333,0.9570543825586469,0.509641873278237,0.009295018582025584,0.7237221973003272,0.680782608313916,96,high_trust_gravity
515621,Ananthapur,_Andhrapradesh,18736.0,907.0,12,69.32329837053122,75.58333333333333,0.9171770456961132,0.4997245179063361,0.008701735993079543,0.7352337928864017,0.680467513369476,97,high_trust_gravity
160014,Chandigarh,Punjab,8572.0,883.0,12,64.3194560319226,73.58333333333333,0.87410359273281,0.48650137741046834,0.003981174259856845,0.7476680277180466,0.6798131946840558,98,high_trust_gravity
835234,Gumla,Jharkhand,0.0,913.0,12,72.98873927261698,76.08333333333333,0.9593262554998947,0.503030303030303,0.0,0.7230663640732301,0.6794368637892669,99,high_trust_gravity
515501,Sri Sathya Sai,_Andhrapradesh,45474.833333333336,901.0,12,66.88994806034125,75.08333333333333,0.8908761117914485,0.49641873278236914,0.021120302839237836,0.7428262185213002,0.6791535456666736,100,high_trust_gravity
497001,Surguja,Chhattisgarh,362372.0,1034.0,12,79.94297209810746,86.16666666666667,0.9277714363416726,0.5696969696969697,0.16829982254932857,0.7321754557408449,0.6789650813630663,101,high_trust_gravity
515801,Ananthapuramu,_Andhrapradesh,0.0,902.0,12,70.57147676882873,75.16666666666667,0.9388666532438411,0.49696969696969695,0.0,0.7289725425082527,0.6787767535142522,102,high_trust_gravity
515212,Sri Sathya Sai,_Andhrapradesh,8882.083333333334,880.0,12,64.55911080458581,73.33333333333333,0.8803515109716248,0.48484848484848486,0.004125189167122043,0.7458644090795195,0.6784093235262256,103,high_trust_gravity
600116,Tiruvallur,Tamilnadu,31867.0,909.0,12,70.53577428897661,75.75,0.931165337148206,0.5008264462809917,0.014800289330244758,0.7311957209687174,0.6783303452994485,104,high_trust_gravity
515281,Ananthapur,_Andhrapradesh,38932.583333333336,883.0,12,63.363967870094946,73.58333333333333,0.8611184761507807,0.48650137741046834,0.018081824385954067,0.7514165079950932,0.6783050327558026,105,high_trust_gravity
795116,Jiribam,Madhyapradesh,36691.5,908.0,12,70.05106362612574,75.66666666666667,0.9257849818430713,0.5002754820936639,0.01704097705967539,0.732748895760595,0.678177885046422,106,high_trust_gravity
400097,Mumbai Suburban,Maharashtra,0.0,896.0,12,70.38379634460469,74.66666666666667,0.9426401296152414,0.49366391184573005,0.0,0.7278832337088483,0.6769078921286755,107,high_trust_gravity
389190,Mahisagar,Haryana,0.0,885.0,12,68.18840877237928,73.75,0.9245885935237868,0.48760330578512395,0.0,0.7330942633196922,0.6760044797651981,108,high_trust_gravity
571440,Chamarajanagar,Karnataka,82933.0,926.0,12,73.28876055878162,77.16666666666667,0.9497463571332391,0.5101928374655648,0.03851735008081051,0.725831842523629,0.6759244517266122,109,high_trust_gravity
202411,Moradabad,Uttar Pradesh,0.0,901.0,12,72.49258060259851,75.08333333333333,0.9654949691800024,0.49641873278236914,0.0,0.7212856098213482,0.675838393189538,110,high_trust_gravity
583217,Haveri,Karnataka,22311.583333333332,880.0,12,65.60949672574894,73.33333333333333,0.894674955351122,0.48484848484848486,0.010362377655543355,0.7417295868454068,0.6757146980466019,111,high_trust_gravity
